iter	RMSE
445	63.87467072
446	63.54879442
447	63.34068929
448	63.09929211
449	62.86765351
450	62.69789754
451	62.48883565
452	62.45910334
453	62.39813554
454	62.27551137
455	62.02869149
456	61.81014928
457	61.71254355
458	61.34647432
459	61.07774066
460	60.73540154
461	60.70707854
462	60.43807259
463	60.37946443
464	60.30961458
465	60.28039985
466	60.24891582
467	60.21876014
468	59.99015289
469	59.7821357
470	59.73345265
471	59.49896001
472	59.18652186
473	58.94786579
474	58.68364254
475	58.65226366
476	58.59635418
477	58.36482957
478	58.31889154
479	58.18136887
480	57.94370763
481	57.76942316
482	57.74370819
483	57.50815323
484	57.21346497
485	56.9733344
486	56.94127605
487	56.86403347
488	56.56246254
489	56.49861791
490	56.35274897
491	56.09616416
492	55.82561202
493	55.61501603
494	55.56312786
495	55.37364004
496	55.34416771
497	55.19953836
498	54.89803217
499	54.71196035
500	54.62365914
501	54.41315582
502	54.39012305
503	54.36620206
504	54.20687449
505	54.18006003
506	54.1376632
507	53.97883417
508	53.92943237
509	53.67863695
510	53.45787889
511	53.32612042
512	53.1331329
513	52.92612876
514	52.74473111
515	52.59668686
516	52.41305654
517	52.19486543
518	51.94638024
519	51.91783062
520	51.72461413
521	51.56696475
522	51.5221972
523	51.32936972
524	51.17674773
525	51.09613433
526	50.999534
527	50.88460824
528	50.74787939
529	50.51163215
530	50.27604681
531	50.10401438
532	49.88278116
533	49.82557115
534	49.78904379
535	49.62903403
536	49.39658892
537	49.16412855
538	48.96541798
539	48.92783412
540	48.84574047
541	48.80418039
542	48.71792913
543	48.67597711
544	48.47929673
545	48.38431144
546	48.24539575
547	48.02316852
548	47.86122028
549	47.75900912
550	47.6561968
551	47.41065935
552	47.21944564
553	47.07838502
554	46.82150375
555	46.66745723
556	46.64187256
557	46.52486658
558	46.50613199
559	46.43977075
560	46.39044423
561	46.25769893
562	45.95687208
563	45.8482033
564	45.66894657
565	45.4222796
566	45.24041455
567	45.0903054
568	44.79919694
569	44.64137563
570	44.57995501
571	44.56515064
572	44.42331655
573	44.23697469
574	44.05456642
575	43.90043848
576	43.71381193
577	43.57555556
578	43.49340723
579	43.46298433
580	43.38251287
581	43.25491664
582	43.15147998
583	42.9846414
584	42.85388042
585	42.77108058
586	42.53514122
587	42.47840546
588	42.31747876
589	42.17615293
590	42.04860594
591	41.86895286
592	41.83062856
593	41.69661243
594	41.66470824
595	41.56099173
596	41.46325659
597	41.3899602
598	41.21520471
599	41.09597531
600	40.98150087
601	40.89129709
602	40.78813948
603	40.63255697
604	40.4083902
605	40.32927375
606	40.26294925
607	40.24484708
608	40.22936726
609	40.09788294
610	40.05122679
611	39.89202207
612	39.85911219
613	39.72619112
614	39.69866277
615	39.56598506
616	39.48152737
617	39.36826072
618	39.26438034
619	39.13074371
620	38.95961173
621	38.84563017
622	38.78106765
623	38.7450983
624	38.67880898
625	38.57884746
626	38.46753662
627	38.23507239
628	38.20742208
629	38.06228797
630	37.85202812
631	37.66312044
632	37.51538772
633	37.38348923
634	37.25521657
635	37.07790465
636	37.03292634
637	36.89279823
638	36.81054978
639	36.75126241
640	36.58913021
641	36.45516559
642	36.4318588
643	36.40747845
644	36.25795096
645	36.14135041
646	36.0078406
647	35.89098284
648	35.74269061
649	35.59631083
650	35.46238046
651	35.44280038
652	35.3007158
653	35.15103088
654	35.12583284
655	35.01837953
656	34.90032705
657	34.78874454
658	34.62536762
659	34.55061157
660	34.4197699
661	34.30974953
662	34.15720266
663	34.14412839
664	34.06007318
665	34.05005868
666	33.91933397
667	33.75640134
668	33.65287491
669	33.56811986
670	33.44514328
671	33.34689015
672	33.24862816
673	33.23028877
674	33.05588594
675	32.97003438
676	32.85016424
677	32.73404256
678	32.71210168
679	32.6200569
680	32.50523706
681	32.3916969
682	32.29257044
683	32.19018357
684	32.18107948
685	32.05387982
686	31.969588
687	31.81862402
688	31.77177758
689	31.62710692
690	31.42577541
691	31.31580185
692	31.20624556
693	31.10029433
694	31.0204694
695	30.86383258
696	30.85584185
697	30.71682333
698	30.67411489
699	30.56335046
700	30.39801513
701	30.3868882
702	30.30951099
703	30.20016257
704	30.10866387
705	30.00620495
706	29.93663323
707	29.85141571
708	29.84101971
709	29.76912956
710	29.63473154
711	29.56907707
712	29.47176134
713	29.34539547
714	29.31839962
715	29.23570294
716	29.14934837
717	29.14127502
718	29.06336395
719	29.00637521
720	28.88956968
721	28.81274394
722	28.79799349
723	28.7730564
724	28.68419505
725	28.61926904
726	28.53821003
727	28.41246039
728	28.39923539
729	28.24587388
730	28.16988578
731	28.08572401
732	28.06318647
733	27.96171375
734	27.92960404
735	27.87145439
736	27.84681048
737	27.76051796
738	27.67312499
739	27.66625859
740	27.63191001
741	27.54657575
742	27.4710735
743	27.4510659
744	27.37486169
745	27.36334516
746	27.2959571
747	27.13159474
748	27.05502477
749	27.0373435
750	26.9726665
751	26.91455544
752	26.89764949
753	26.8013163
754	26.7203712
755	26.58290051
756	26.43243104
757	26.28902183
758	26.19652452
759	26.18108696
760	26.11870719
761	26.06377047
762	25.95624612
763	25.83869434
764	25.77907246
765	25.67011059
766	25.63621193
767	25.62520404
768	25.52494695
769	25.46103078
770	25.33389173
771	25.20815906
772	25.19763169
773	25.13096822
774	25.01985471
775	24.94902287
776	24.90282005
777	24.83378863
778	24.74339553
779	24.61678547
780	24.55164242
781	24.39253157
782	24.34735976
783	24.23825965
784	24.17411173
785	24.12826316
786	24.11500379
787	24.05523153
788	24.00203071
789	23.95821722
790	23.9466945
791	23.90124938
792	23.89020617
793	23.83756768
794	23.8275049
795	23.76399782
796	23.72103845
797	23.71188666
798	23.62107702
799	23.5667973
800	23.5093551
801	23.424824
802	23.38519747
803	23.25761515
804	23.14032845
805	23.08612202
806	23.01799652
807	22.94995095
808	22.90933217
809	22.87492884
810	22.80829467
811	22.77347078
812	22.65266922
813	22.55302417
814	22.4717488
815	22.46207801
816	22.40230613
817	22.35789713
818	22.30876887
819	22.30466578
820	22.23306628
821	22.15910954
822	22.15502394
823	22.1463899
824	22.13158152
825	22.06525896
826	22.02211213
827	21.97745009
828	21.9395292
829	21.85085493
830	21.81909347
831	21.81096698
832	21.75783103
833	21.68629342
834	21.60368399
835	21.50994481
836	21.46773999
837	21.40916897
838	21.34669382
839	21.22981441
840	21.1270373
841	21.03733143
842	20.98351588
843	20.84845998
844	20.78915567
845	20.72913989
846	20.68494935
847	20.61549634
848	20.54052758
849	20.50166692
850	20.47000029
851	20.41632859
852	20.38324183
853	20.30121842
854	20.29203327
855	20.20538689
856	20.16589767
857	20.11002161
858	20.0083729
859	19.94553112
860	19.87960591
861	19.85653978
862	19.73201518
863	19.65536292
864	19.56539043
865	19.5044019
866	19.49528214
867	19.44171962
868	19.39282801
869	19.33105434
870	19.28608557
871	19.16898199
872	19.0656586
873	19.05853471
874	19.01244183
875	18.97981864
876	18.88964986
877	18.83796391
878	18.83121057
879	18.77189688
880	18.74534729
881	18.68513168
882	18.59886496
883	18.55251156
884	18.49643625
885	18.45423785
886	18.40533684
887	18.36765126
888	18.30488394
889	18.25016781
890	18.24214103
891	18.18203549
892	18.10459975
893	18.05165392
894	17.95074068
895	17.86563943
896	17.81300037
897	17.80566851
898	17.74793007
899	17.66287754
900	17.60362627
901	17.55487254
902	17.51129816
903	17.43370969
904	17.34388122
905	17.29789515
906	17.27051204
907	17.21978433
908	17.1672918
909	17.09628135
910	17.03678842
911	16.99954336
912	16.95031081
913	16.86348209
914	16.85623415
915	16.82666746
916	16.82027562
917	16.81401166
918	16.76577927
919	16.74554887
920	16.73502338
921	16.67647838
922	16.64136827
923	16.63132161
924	16.57378904
925	16.56125644
926	16.51941032
927	16.47748748
928	16.47168617
929	16.43737521
930	16.42853771
931	16.36738688
932	16.31854697
933	16.2631467
934	16.19349751
935	16.18844811
936	16.15000243
937	16.14098037
938	16.06835866
939	15.98090302
940	15.89782024
941	15.87099
942	15.83440176
943	15.82954819
944	15.77449732
945	15.73054497
946	15.68574342
947	15.65910157
948	15.63142555
949	15.5788777
950	15.53255539
951	15.48909304
952	15.42637786
953	15.38923068
954	15.35316408
955	15.31725441
956	15.27224807
957	15.25099463
958	15.21060801
959	15.15507047
960	15.11989267
961	15.05211215
962	15.01382817
963	14.95114726
964	14.90135563
965	14.8491591
966	14.78463637
967	14.73780765
968	14.69636464
969	14.63683202
970	14.5641432
971	14.50093656
972	14.49342574
973	14.45212239
974	14.41112528
975	14.36986315
976	14.35911907
977	14.32691887
978	14.27893973
979	14.22163838
980	14.17516444
981	14.12560917
982	14.07315016
983	14.01179955
984	13.98418305
985	13.92309547
986	13.87468114
987	13.80929803
988	13.7921958
989	13.742448
990	13.69673604
991	13.6709582
992	13.60947064
993	13.56412049
994	13.51927752
995	13.49024508
996	13.48060515
997	13.42824453
998	13.40201771
999	13.37819023
